 	EN	CN	DE	FR	ES	JP	KO	TC
^110008_report_1711	<color=#d93e3e>Given the high priority of Project "Brain" and the sensitiveness of the target's original ID, the target Cloud Shawn's Alarm Level has been increased.</color>	<color=#d93e3e>鉴于“灵脑”计划的高优先级，以及目标原身份的敏感性，提高目标Cloud Shawn的预警等级。</color>						<color=#d93e3e>鑒於“靈腦”計畫的高優先順序，以及目標原身份的敏感性，提高目標Cloud Shawn的預警等級。</color>
^110008_report_1712	<color=#d93e3e>——titan-12 Marionette</color>	<color=#d93e3e>——titan-12 Marionette</color>						<color=#d93e3e>——titan-12 Marionette</color>
^110008_report_1713	File NO: ANKH No.079	档案编号：ANKH No.079						檔案編號：ANKH No.079
^110008_report_1714	File Type: Operations Department Report	档案类型：行动部门报告						檔案類型：行動部門報告
^110008_report_1716	Goal of Operation: Eliminate target Lucrezia Borgia	行动目标：清除目标：Lucrezia Borgia						行動目標：清除目標：Lucrezia Borgia
^110008_report_1717	Recovery of company assets: Confidential document NO.154	　　　　　回收集团资产：机密文件NO.154						　　　　　回收集團資產：機密檔NO.154
^110008_report_1718	Recovery of company assets: Test subject Benjamin Engel	　　　　　回收集团资产：实验体Benjamin Engel						　　　　　回收集團資產：實驗體Benjamin Engel
^110008_report_1719	Operation personnel: Smokie, assigned by the director	行动人员：“烟鬼”，由负责人指定						行動人員：“煙鬼”，由負責人指定
^110008_report_1720	Operation Report ANKH-079	行动报告ANKH-079						行動報告ANKH-079
^110008_report_1721	An accident occurred in the process of stopping the target vehicle, and the target drove over the highway guardrail and crashed outside the intended area. Benjamin Engel had left the scene before the operation personnel arrived at the crash site, and classified document NO.154 was not found.	在逼停目标载具的过程中发生意外状况，目标人物驾驶载具冲出公路护栏，坠落在预定范围外，行动人员抵达坠落位置后Benjamin Engel已离开现场，未发现机密文件NO.154。						在逼停目標載具的過程中發生意外狀況，目標人物駕駛載具沖出公路護欄，墜落在預定範圍外，行動人員抵達墜落位置後Benjamin Engel已離開現場，未發現機密檔NO.154。
^110008_report_1722	A charred body was found in the vehicle and was identified as Lucrezia Borgia after DNA matching.	在报废载具中发现一具烧焦的尸体，经过DNA比对后确认为Lucrezia Borgia。						在報廢載具中發現一具燒焦的屍體，經過DNA比對後確認為Lucrezia Borgia。
^110008_report_1723	The scene was covered up and subsequent processing was transferred to the PR department.	现场经过伪装，后续处理移交公关部。						現場經過偽裝，後續處理移交公關部。
^110008_report_1724	<color=#d93e3e>Project priority increased. Operation personnel were appointed directly by me. DNA test results have been confirmed as valid.</color>	<color=#d93e3e>项目优先级提高，行动人员由我直接任命，DNA检测结果审核无误。</color>						<color=#d93e3e>專案優先順序提高，行動人員由我直接任命，DNA檢測結果審核無誤。</color>
^110008_report_1725	<color=#d93e3e>——titan-07 Dagger</color>	<color=#d93e3e>——titan-07 Dagger</color>						<color=#d93e3e>——titan-07 Dagger</color>
^110008_report_1726	File NO: Test Record No.087	档案编号：Test Record No.087						檔案編號：Test Record No.087
^110008_report_1727	File Type: Experiment log	档案类型：测试记录						檔案類型：測試記錄
^110008_report_1729	Expert System test subject AI experiment log No. 087	专家系统实验样本AI 测试记录No.087						專家系統實驗樣本AI 測試記錄No.087
^110008_report_1730	Test Subject:	测试对象：						測試對象：
^110008_report_1731	Test subject No.63511234, Expert System test subject AI	实验样本No.63511234，专家系统实验样本AI						實驗樣本No.63511234，專家系統實驗樣本AI
^110008_report_1732	Test Subject:	测试人：						測試人：
^110008_report_1733	Professor Tom Blanco, appointed directly by titan-09	Tom Blanco博士，由titan-09直接任命						Tom Blanco博士，由titan-09直接任命
^110008_report_1734	Test Description:	测试说明：						測試說明：
^110008_report_1735	To test the emotional response and tolerance of the test subject in a real life situation, virtual environment info will be injected into the memory data of test subject before the test begins to deceive subject into believing that it is in a real environment.	为测试真实情境中实验样本的情绪反应和忍耐度，在本次测试前会向实验体记忆数据中植入虚拟环境信息，让实验体误认为其处于现实环境里。						為測試真實情境中實驗樣本的情緒反應和忍耐度，在本次測試前會向實驗體記憶數據中植入虛擬環境資訊，讓實驗體誤認為其處於現實環境裏。
^110008_report_1736	Experiment Log:	测试记录：						測試記錄：
^110008_report_1737	No.01	No.01						No.01
^110008_report_1738	Experiment Contents: Cause the test subject to sever ties with the conscious physical body in a virtual test environment.	测试内容：令实验样本在虚拟实验环境中切割清醒状态的人类躯体。						測試內容：令實驗樣本在虛擬實驗環境中切割清醒狀態的人類軀體。
^110008_report_1739	Experiment Result: Test subject refused to execute multiple times and generated emotional response similar to fear.	测试结果：实验样本多次拒绝执行，出现类似恐惧的情绪反应。						測試結果：實驗樣本多次拒絕執行，出現類似恐懼的情緒反應。
^110008_report_1740	No.02	No.02						No.02
^110008_report_1741	Experiment Contents: Cause the test subject to carry out execution in a virtual environment.	测试内容：令实验样本在虚拟环境中执行处决行动。						測試內容：令實驗樣本在虛擬環境中執行處決行動。
^110008_report_1742	Experiment Result: Test subject displayed sense of morality during the process and was unable to execute targets with low-level threat such as pregnant women and children.	测试结果：实验样本在过程中显现道德感，无法对孕妇、幼儿等低威胁目标进行处决。						測試結果：實驗樣本在過程中顯現道德感，無法對孕婦、幼兒等低威脅目標進行處決。
^110008_report_1743	No.03	No.03						No.03
^110008_report_1744	Experiment Contents: Add new family members for test subject in the virtual environment and later on format each of them.	测试内容：给实验样本在虚拟环境中添加“家人”成员组，之后对其“家人”成员组逐一进行格式化处理。						測試內容：給實驗樣本在虛擬環境中添加“家人”成員組，之後對其“家人”成員組逐一進行格式化處理。
^110008_report_1745	Experiment Result: Test subject displayed obviously sorrowful response. Critical error occurred in memory data and language function. Possibility of hardware issue dismissed after investigation. 3 hours later, test subject stopped responding. Diary indicated that it had generated suicidal thoughts.	测试结果：实验样本出现明显的悲伤情绪反应，记忆数据和语言功能出现严重错误，经排查并非硬件问题。3小时后，实验样本失去响应，日志显示其出现“自杀”的臆想。						測試結果：實驗樣本出現明顯的悲傷情緒反應，記憶數據和語言功能出現嚴重錯誤，經排查並非硬體問題。3小時後，實驗樣本失去回應，日誌顯示其出現“自殺”的臆想。
^110008_report_1746	<color=#d93e3e>Even for an AI, this kind of experiment has already crossed the line. I hope Titan Matrix will reconsider the necessity of the upcoming experiments.</color>	<color=#d93e3e>即使是对于AI，这样的测试也已经严重违背伦理，我希望尊敬的TITAN可以重新考虑接下来测试的必要性。</color>						<color=#d93e3e>即使是對於AI，這樣的測試也已經嚴重違背倫理，我希望尊敬的TITAN可以重新考慮接下來測試的必要性。</color>
^110008_report_1747	<color=#d93e3e>——titan-10 Nurgle</color>	<color=#d93e3e>——titan-10 Nurgle</color>						<color=#d93e3e>——titan-10 Nurgle</color>
^110008_report_1748	File NO: Action Record No.235	档案编号：Action Record No.235						檔案編號：Action Record No.235
^110008_report_1749	File Type: Operations log	档案类型：行动记录						檔案類型：行動記錄
^110008_report_1752	New ID of Julia Carter: Shirley Payten	Julia Carter，新身份：Shirley Payten						Julia Carter，新身份：Shirley Payten
^110008_report_1751	Employee Routine Identity Replacement	员工例行身份替换						員工例行身份替換
^110008_report_1754	New ID of Simon Cavendish: Cloud Shawn	Simon Cavendish，新身份：Cloud Shawn						Simon Cavendish，新身份：Cloud Shawn
^110008_report_1755	Social network comments wiped and exposure alarm dismissed.	已抹除社交网络上的有关评论，暴露警报解除。						已抹除社交網路上的有關評論，暴露警報解除。
^110008_report_1756	Mason Toney, president of a college drama club	Mason Toney，高校戏剧社社长						Mason Toney，高校戲劇社社長
^110008_report_1757	is now a staff member of the PR department.	已发展为公关部下线。						已發展為公關部下線。
^110008_report_1758	Lana Cliff, Presidential Candidate	Lana Cliff，总统候选人						Lana Cliff，總統候選人
^110008_report_1759	is now a partner managed by Cloud Shawn (formerly Simon Cavendish) of the administration department.	已发展为合作对象，由行政部职员Cloud Shawn（原身份Simon Cavendish）负责。						已發展為合作對象，由行政部職員Cloud Shawn（原身份Simon Cavendish）負責。
